COUNTRY,STATION,SOUID,YEAR,ANNUAL,WINTER_HALF_YEAR,SUMMER_HALF_YEAR,WINTER_DJF,SPRING_MAM,SUMMER_JJA,AUTUMN_SON,JANUARY,FEBRUARY,MARCH,APRIL,MAY,JUNE,JULY,AUGUST,SEPTEMBER,OCTOBER,NOVEMBER,DECEMBER
Austria,KIRCHBICHL,24846,2020,38.78,24.34,52.0,20.71,47.91,52.8,33.99,23.76,25.14,38.82,63.42,41.99,47.53,60.05,50.65,48.5,23.87,29.94,11.88
Austria,KIRCHBICHL,24846,2021,38.43,24.9,51.79,20.45,41.23,54.29,38.01,13.09,38.1,33.98,50.69,39.33,68.83,51.83,42.69,58.08,38.39,17.56,9.87
Austria,KIRCHBICHL,24846,2022,,13.22,,5.48,,,30.95,1.91,4.58,6.34,5.5,,,,,31.78,40.35,20.42,9.44
Austria,KIRCHBICHL,24846,2023,36.19,23.14,50.71,16.73,32.9,57.06,37.54,10.48,31.73,27.15,26.5,44.84,69.28,50.67,51.61,61.53,37.98,13.08,9.78
Austria,KIRCHBICHL,24846,2024,,22.33,,16.04,,,34.3,15.59,23.22,34.09,43.64,,,55.0,60.16,38.56,34.95,29.39,12.5
Austria,KIRCHBICHL,24846,2025,39.31,27.72,52.01,20.67,46.52,57.73,30.45,18.09,32.56,39.33,58.19,42.42,75.56,38.58,59.62,38.19,28.68,24.53,16.59
Austria,SONNBLICK (TAWES),24847,2010,38.47,38.55,40.29,35.54,39.31,43.65,38.94,37.04,40.18,45.59,58.69,14.27,39.44,57.23,34.14,38.42,54.68,23.19,19.11
Austria,SONNBLICK (TAWES),24847,2011,47.21,40.03,46.86,33.72,58.17,36.61,58.65,35.75,47.65,60.0,54.44,59.95,24.47,29.22,55.75,57.17,57.42,61.42,23.58
Austria,SONNBLICK (TAWES),24847,2012,40.38,44.54,41.46,28.58,48.48,40.55,41.8,29.97,32.44,62.18,37.58,45.32,44.06,33.52,44.19,44.11,46.88,34.25,29.46
Austria,SONNBLICK (TAWES),24847,2013,39.62,35.53,44.52,30.36,34.72,54.37,35.03,27.69,34.32,40.4,43.64,20.4,43.69,68.76,50.32,40.11,40.73,24.06,40.62
Austria,SONNBLICK (TAWES),24847,2014,33.61,35.06,34.32,30.19,39.48,35.06,35.49,24.27,25.21,54.17,34.03,30.08,47.89,33.36,24.35,36.72,41.53,28.03,23.2
Austria,SONNBLICK (TAWES),24847,2015,45.23,33.9,47.81,30.21,43.93,52.61,42.54,25.67,43.01,42.66,54.08,35.38,39.69,58.04,59.68,39.69,39.54,48.47,56.61
Austria,SONNBLICK (TAWES),24847,2016,38.1,40.3,43.06,36.99,39.08,43.14,34.67,31.91,21.44,42.85,37.28,37.04,36.33,41.83,51.05,54.83,21.24,28.39,52.53
Austria,SONNBLICK (TAWES),24847,2017,43.72,41.13,44.07,48.69,48.79,47.96,36.57,47.88,45.48,51.67,42.92,51.59,53.0,43.2,47.85,25.5,52.69,30.97,31.37
Austria,SONNBLICK (TAWES),24847,2018,38.96,37.34,42.89,35.57,42.16,38.24,42.5,34.65,41.25,33.25,57.22,36.48,35.0,36.96,42.66,49.42,45.62,32.36,23.47
Austria,SONNBLICK (TAWES),24847,2019,41.28,38.97,44.79,34.78,40.96,49.21,37.79,27.02,55.89,50.89,42.64,29.41,74.92,45.86,27.69,49.25,44.27,19.64,29.95
Austria,SONNBLICK (TAWES),24847,2020,41.03,36.9,42.08,38.65,46.24,36.46,44.02,48.25,37.7,41.08,71.5,26.96,24.42,45.59,38.98,45.53,30.24,56.75,26.26
Austria,SONNBLICK (TAWES),24847,2021,41.24,40.72,41.04,36.47,40.52,39.15,46.9,27.8,57.38,48.01,42.06,31.53,58.78,32.77,26.53,55.64,49.11,35.89,31.77
Austria,SONNBLICK (TAWES),24847,2022,,23.0,,14.04,,,37.45,4.87,4.55,10.46,7.94,,,,,27.53,50.78,33.58,31.67
Austria,SONNBLICK (TAWES),24847,2023,35.85,37.83,38.12,36.19,27.49,41.17,40.31,27.8,50.48,33.76,22.76,25.65,45.83,40.78,37.04,57.13,39.09,25.31,26.51
Austria,SONNBLICK (TAWES),24847,2024,,30.9,,32.13,,,37.19,43.47,26.03,24.49,36.14,,,39.89,40.99,23.92,33.36,54.42,35.67
Austria,SONNBLICK (TAWES),24847,2025,42.95,42.11,41.78,41.51,38.18,45.88,42.76,35.59,54.52,40.67,42.08,31.91,68.17,23.28,46.91,39.11,43.01,46.14,45.83
Austria,GARS/KAMP,24848,2010,38.74,20.66,55.66,11.02,45.34,65.82,30.54,9.97,13.6,44.65,64.64,27.34,62.17,72.74,62.45,44.78,32.93,13.83,14.35
Austria,GARS/KAMP,24848,2011,46.63,26.65,66.07,21.4,65.08,61.56,39.34,13.74,37.68,48.01,67.47,79.84,67.19,47.55,70.11,64.28,37.8,16.0,9.95
Austria,GARS/KAMP,24848,2012,46.72,29.01,65.24,20.86,63.12,68.18,32.06,20.78,32.61,56.72,59.97,72.55,66.19,61.21,77.07,53.92,29.09,13.28,16.59
Austria,GARS/KAMP,24848,2013,40.84,18.1,61.84,10.93,43.26,75.83,32.88,6.37,9.7,32.63,49.92,47.45,63.11,95.32,68.66,45.72,37.45,15.33,15.75
Austria,GARS/KAMP,24848,2014,39.51,26.9,57.04,17.14,54.74,64.89,20.75,11.51,24.91,55.91,52.86,55.38,77.33,66.13,51.61,38.83,16.91,6.64,15.24
Austria,GARS/KAMP,24848,2015,44.79,18.88,65.07,16.15,51.23,78.47,32.01,11.96,21.79,40.65,69.08,44.54,70.72,86.56,77.88,41.19,23.6,31.5,16.85
Austria,GARS/KAMP,24848,2016,42.08,24.62,62.05,20.35,41.19,69.87,35.8,18.68,25.86,31.53,50.64,41.72,71.78,69.78,68.12,69.14,19.78,19.0,19.25
Austria,GARS/KAMP,24848,2017,46.22,25.67,64.3,23.73,52.73,77.77,29.6,24.54,27.8,43.63,41.69,72.5,89.06,68.82,75.81,37.11,36.16,15.31,20.38
Austria,GARS/KAMP,24848,2018,48.15,22.28,72.39,16.91,60.98,71.74,44.62,11.05,19.55,30.75,79.42,73.36,59.39,75.4,80.03,66.36,49.27,18.06,13.33
Austria,GARS/KAMP,24848,2019,46.78,30.76,65.1,23.65,48.76,77.37,34.73,17.42,41.96,45.16,64.36,37.26,95.19,70.38,67.12,56.97,34.65,12.58,19.17
Austria,GARS/KAMP,24848,2020,44.43,28.87,63.88,23.25,65.0,60.96,31.54,18.79,32.39,55.32,84.33,55.97,46.72,69.35,66.34,60.58,21.42,12.94,9.03
Austria,GARS/KAMP,24848,2021,44.2,21.45,60.7,17.87,46.55,69.19,42.18,15.83,29.91,40.11,52.78,46.96,87.81,67.04,53.33,56.78,49.38,20.14,10.3
Austria,GARS/KAMP,24848,2022,,,,,,,29.56,,,,,,,,,37.53,31.4,19.69,11.05
Austria,GARS/KAMP,24848,2023,42.77,23.8,58.89,16.89,42.77,65.54,44.2,9.76,31.25,40.22,32.92,54.87,71.0,69.09,56.72,68.61,39.03,25.14,14.41
Austria,GARS/KAMP,24848,2024,,28.58,,21.86,,,36.32,29.81,21.32,41.18,58.86,,,65.83,67.98,50.17,34.19,24.67,17.45
Austria,GARS/KAMP,24848,2025,42.74,27.69,61.04,20.18,52.02,69.75,30.52,8.39,36.25,45.91,56.39,53.9,85.47,51.59,72.69,46.39,25.13,20.22,11.18
Austria,KAPFENBERG-FLUGFELD,24850,2010,34.58,23.02,46.51,15.3,40.55,53.94,26.21,7.63,25.39,41.64,52.03,28.36,53.58,63.95,44.27,36.94,26.53,15.14,19.19
Austria,KAPFENBERG-FLUGFELD,24850,2011,41.65,28.22,52.26,26.58,56.44,47.46,38.46,25.97,35.45,47.34,52.28,69.57,42.47,38.52,61.24,49.06,31.29,35.28,11.1
Austria,KAPFENBERG-FLUGFELD,24850,2012,40.82,30.94,52.81,20.88,54.18,56.19,29.5,23.06,28.99,55.94,52.17,54.38,55.83,49.84,62.88,41.44,29.25,17.81,17.61
Austria,KAPFENBERG-FLUGFELD,24850,2013,35.83,21.32,51.21,15.22,39.77,63.53,23.27,14.3,13.6,34.49,44.61,40.38,54.72,76.24,59.35,31.22,27.5,10.94,20.43
Austria,KAPFENBERG-FLUGFELD,24850,2014,34.03,24.89,43.0,19.71,45.16,48.8,23.76,16.18,22.83,50.83,38.14,46.29,58.75,45.83,42.15,26.64,30.83,13.58,15.22
Austria,KAPFENBERG-FLUGFELD,24850,2015,38.58,25.02,49.44,21.28,44.23,58.87,28.33,17.96,31.67,41.13,53.39,38.47,55.78,58.44,62.28,27.92,26.13,31.03,18.55
Austria,KAPFENBERG-FLUGFELD,24850,2016,38.74,26.27,51.02,20.41,45.9,54.02,31.2,22.82,19.83,39.01,52.64,46.26,51.61,60.24,50.13,45.11,25.35,23.33,27.88
Austria,KAPFENBERG-FLUGFELD,24850,2017,39.81,30.7,50.23,28.69,49.73,59.55,23.29,33.98,23.75,48.98,38.81,61.05,63.47,58.82,56.48,21.89,31.8,15.89,20.59
Austria,KAPFENBERG-FLUGFELD,24850,2018,41.28,23.09,58.24,19.94,46.66,60.83,38.33,17.42,21.99,30.48,60.53,49.5,50.03,65.86,66.26,56.72,38.92,19.33,17.39
Austria,KAPFENBERG-FLUGFELD,24850,2019,42.56,32.09,54.44,28.28,43.57,66.32,31.31,19.09,50.51,48.68,48.61,33.58,83.44,64.6,51.48,45.36,35.46,12.97,18.36
Austria,KAPFENBERG-FLUGFELD,24850,2020,41.14,30.71,53.97,30.36,52.83,54.29,31.15,37.74,35.29,44.14,71.42,43.52,44.78,63.25,54.54,46.33,23.23,24.17,5.59
Austria,KAPFENBERG-FLUGFELD,24850,2021,42.9,27.38,53.99,22.77,45.14,61.29,38.21,17.77,47.32,48.01,46.42,41.02,76.78,63.44,44.14,52.61,38.71,23.31,16.59
Austria,KAPFENBERG-FLUGFELD,24850,2022,41.31,33.75,50.04,26.5,52.29,57.16,29.18,27.82,36.01,59.97,44.25,52.39,60.33,62.93,48.33,31.53,35.11,20.72,15.48
Austria,KAPFENBERG-FLUGFELD,24850,2023,36.92,25.8,48.19,21.83,34.96,53.85,37.06,11.05,40.8,32.9,30.63,41.08,55.81,55.67,50.13,55.17,36.75,19.28,14.35
Austria,KAPFENBERG-FLUGFELD,24850,2024,38.62,26.93,50.58,24.67,41.47,57.44,28.39,33.15,26.64,31.13,54.61,39.09,47.56,64.49,59.95,37.39,25.54,22.33,20.99
Austria,KAPFENBERG-FLUGFELD,24850,2025,41.03,28.52,54.87,25.61,46.08,65.28,32.19,25.86,30.45,45.91,52.39,40.13,83.06,48.95,64.41,40.67,27.37,28.69,4.76
Austria,ANDAU,24851,2010,45.1,27.17,62.01,18.18,52.8,73.69,34.47,13.17,25.8,50.51,64.69,43.58,69.06,87.55,64.3,42.58,35.78,25.0,17.96
Austria,ANDAU,24851,2011,54.38,32.17,75.96,25.16,71.45,74.25,46.95,17.69,41.4,55.89,64.64,93.6,80.42,57.28,85.24,74.28,41.83,24.92,14.97
Austria,ANDAU,24851,2012,53.05,34.11,73.49,25.21,69.67,76.81,38.37,27.61,33.59,61.42,67.72,79.81,72.67,69.89,87.74,62.53,34.57,18.14,19.95
Austria,ANDAU,24851,2013,47.93,22.72,71.8,15.92,52.75,88.04,34.02,9.89,18.13,35.03,64.53,59.09,77.81,105.97,80.03,42.39,43.9,15.44,20.38
Austria,ANDAU,24851,2014,47.85,30.8,65.66,20.84,60.02,76.42,32.96,18.98,23.42,61.48,53.58,64.78,90.08,75.67,63.95,45.64,32.61,20.64,21.61
Austria,ANDAU,24851,2015,52.05,29.28,73.74,24.9,59.18,85.24,40.89,20.65,33.24,47.02,76.97,54.14,86.89,84.19,84.68,55.5,29.14,38.42,13.49
Austria,ANDAU,24851,2016,52.37,27.71,75.95,19.24,58.32,80.91,46.92,21.26,23.22,40.81,62.11,72.18,83.22,80.62,78.98,78.44,30.3,32.58,24.38
Austria,ANDAU,24851,2017,52.68,33.07,72.52,26.33,61.05,86.91,36.97,29.52,24.97,55.89,51.25,75.7,92.33,82.58,85.99,46.39,40.05,24.36,20.62
Austria,ANDAU,24851,2018,52.59,26.43,78.61,20.11,63.94,81.02,47.72,13.74,26.61,33.17,76.22,82.82,71.64,87.34,83.79,69.25,45.65,28.33,11.13
Austria,ANDAU,24851,2019,49.19,31.8,66.24,22.72,48.82,79.95,41.39,18.58,40.15,47.66,60.94,38.25,94.61,75.32,70.38,58.44,44.41,21.22,20.65
Austria,ANDAU,24851,2020,49.65,32.98,71.48,26.1,68.31,70.64,36.54,19.33,39.17,53.12,88.31,64.14,61.92,79.89,69.84,64.78,25.32,19.89,10.56
Austria,ANDAU,24851,2021,53.04,27.01,70.7,21.04,53.61,83.83,49.76,17.45,36.61,52.9,51.83,56.05,103.94,87.1,61.1,64.44,57.74,26.83,20.03
Austria,ANDAU,24851,2022,,20.55,,10.02,,,33.16,4.14,5.45,7.88,9.39,,,,,45.31,34.7,19.42,13.76
Austria,ANDAU,24851,2023,48.64,26.26,67.48,19.61,52.43,72.59,49.11,14.65,31.58,43.74,49.58,63.87,73.28,75.83,68.68,73.84,43.39,31.94,14.41
Austria,ANDAU,24851,2024,52.87,33.64,71.37,27.33,59.96,78.51,41.76,33.52,34.51,44.06,66.83,69.22,72.64,87.18,75.51,56.25,37.39,31.78,24.87
Austria,ANDAU,24851,2025,50.34,33.71,70.67,25.87,59.52,80.44,39.7,21.16,32.2,54.68,67.03,57.1,93.94,66.1,81.72,58.39,37.58,23.19,10.59
Serbia,KURSUMLIJA,24856,2021,45.31,,62.84,,47.32,73.62,36.52,16.88,39.08,38.44,41.81,61.53,69.28,74.84,76.61,52.17,34.87,22.58,15.16
Serbia,POZEGA,24857,2021,42.93,,63.44,,46.44,73.57,31.97,15.0,32.38,36.61,43.42,59.19,77.67,73.12,70.05,56.78,25.11,14.25,11.18
Serbia,POZEGA,24857,2022,,25.78,,20.92,,,,24.89,27.53,51.56,47.33,,,,,,,,
Serbia,ZAJECAR,24858,2021,40.26,,58.81,,43.45,70.04,27.11,17.74,29.58,33.47,39.5,57.26,63.03,79.19,67.66,45.31,23.76,12.36,13.25
Poland,HALA GASIENICOWA,24899,2019,30.7,,37.73,,31.2,42.35,30.24,16.08,29.91,30.7,42.97,20.32,50.11,35.4,41.77,36.31,39.46,14.64,11.29
Poland,HALA GASIENICOWA,24899,2020,33.83,23.56,44.51,17.76,44.53,41.41,29.45,26.02,15.83,33.33,70.78,30.32,31.44,40.19,52.23,42.33,17.58,28.83,17.34
Poland,HALA GASIENICOWA,24899,2021,31.26,20.65,38.02,17.39,31.28,41.18,36.54,11.8,23.63,25.3,32.08,36.48,54.39,39.49,30.08,35.86,45.05,28.42,12.66
Poland,HALA GASIENICOWA,24899,2022,32.44,28.67,38.56,16.14,40.64,46.64,26.37,16.05,20.09,48.92,26.75,45.81,53.58,47.18,39.38,18.11,36.51,24.17,11.26
Poland,HALA GASIENICOWA,24899,2023,31.13,24.51,42.08,18.11,34.87,43.28,28.81,18.82,24.91,31.4,22.61,50.22,36.89,47.1,45.65,49.44,28.76,8.22,8.74
Poland,HALA GASIENICOWA,24899,2024,34.08,18.2,43.68,13.67,41.82,43.67,33.51,16.34,16.09,30.59,41.89,52.98,39.61,43.04,48.23,35.92,36.83,27.67,18.95
Poland,HALA GASIENICOWA,24899,2025,,,40.83,,,50.59,23.1,,,,42.19,22.58,60.03,41.51,50.54,28.39,18.2,22.86,20.35
Poland,GDANSK-SWIBNO,25116,2010,,,,,,,,,,,,,,,,,,,
Poland,GDANSK-SWIBNO,25116,2011,,,,,,,,,,,,,,,,,,,
Poland,GDANSK-SWIBNO,25116,2012,,,,,,,,,,,,,,,,,,,
Poland,GDANSK-SWIBNO,25116,2013,38.99,,60.61,,52.73,69.12,26.74,5.27,8.54,44.57,51.92,61.97,75.17,64.76,67.63,41.18,31.59,7.78,6.08
Poland,GDANSK-SWIBNO,25116,2014,45.45,21.38,68.11,15.81,56.39,72.67,34.69,10.73,32.23,40.51,65.69,63.25,70.0,81.32,66.61,61.56,33.47,9.08,10.51
Poland,GDANSK-SWIBNO,25116,2015,48.6,22.02,72.85,16.73,59.64,80.27,35.51,9.57,31.55,38.47,68.14,72.58,77.19,71.32,92.2,55.08,43.02,8.69,13.84
Poland,GDANSK-SWIBNO,25116,2016,43.63,21.41,69.01,17.32,57.03,67.82,32.64,15.27,23.22,25.54,66.33,79.52,82.17,64.06,57.69,64.5,19.52,14.33,11.77
Poland,GDANSK-SWIBNO,25116,2017,40.15,18.42,61.4,14.51,53.3,66.48,25.38,13.71,18.42,32.61,42.92,84.03,71.03,60.0,68.55,40.94,21.75,13.58,12.39
Poland,GDANSK-SWIBNO,25116,2018,51.24,20.87,77.7,18.06,67.98,78.65,41.14,7.77,35.71,35.24,66.47,102.18,86.47,80.35,69.38,60.69,45.59,16.97,7.37
Poland,GDANSK-SWIBNO,25116,2019,46.72,24.48,71.42,14.68,60.2,80.97,28.84,11.67,26.1,39.09,86.81,55.56,101.31,72.9,69.35,43.11,31.4,11.92,11.21
Poland,GDANSK-SWIBNO,25116,2020,45.37,23.38,68.57,16.87,61.22,71.58,32.08,12.98,27.07,45.56,72.86,65.62,75.72,62.02,77.12,58.14,24.89,13.44,9.09
Poland,GDANSK-SWIBNO,25116,2021,45.66,22.15,65.98,17.48,53.61,74.79,34.77,9.09,36.07,41.37,53.97,65.51,100.14,73.44,51.61,51.44,40.91,11.75,12.74
Poland,GDANSK-SWIBNO,25116,2022,48.44,28.62,69.34,16.47,66.88,76.39,34.17,12.1,25.45,67.9,67.11,65.65,82.11,72.02,75.24,53.75,36.45,12.22,9.76
Poland,GDANSK-SWIBNO,25116,2023,45.85,20.78,72.48,12.51,61.48,71.63,37.82,5.97,22.8,37.39,53.97,92.82,93.08,68.9,53.6,72.58,26.02,15.25,7.26
Poland,GDANSK-SWIBNO,25116,2024,47.69,18.99,73.25,11.7,58.96,78.43,40.08,15.0,12.93,36.99,47.75,91.77,77.58,76.45,81.24,63.69,37.61,18.86,10.08
Poland,GDANSK-SWIBNO,25116,2025,,,59.51,,,57.67,33.8,,,,63.08,66.4,66.58,52.2,54.52,54.44,29.7,17.39,6.83
Poland,KASPROWY WIERCH,25126,2010,32.19,21.29,39.74,18.79,31.18,50.21,28.97,19.11,19.32,30.0,47.58,16.48,46.47,52.93,51.1,23.81,46.32,16.22,15.91
Poland,KASPROWY WIERCH,25126,2011,41.25,31.5,46.92,27.06,48.01,41.13,48.99,23.95,42.83,44.38,39.47,59.89,28.67,35.48,58.84,58.69,32.72,56.11,14.65
Poland,KASPROWY WIERCH,25126,2012,36.49,31.66,46.41,18.14,47.86,47.22,31.97,15.81,24.37,46.64,45.94,50.94,44.33,44.46,52.77,39.72,35.54,20.53,16.16
Poland,KASPROWY WIERCH,25126,2013,35.82,21.06,47.03,15.82,37.15,52.67,31.36,13.01,18.57,22.31,52.86,36.77,37.94,60.91,58.68,34.5,43.74,15.44,33.28
Poland,KASPROWY WIERCH,25126,2014,32.72,30.33,38.1,26.39,37.95,40.42,31.62,18.12,27.92,42.8,28.69,42.07,47.97,36.05,37.47,36.28,32.15,26.42,16.48
Poland,KASPROWY WIERCH,25126,2015,36.87,27.47,42.09,22.35,37.72,51.17,29.09,11.34,41.04,38.68,40.64,33.92,38.14,57.31,57.63,24.14,34.68,28.28,36.56
Poland,KASPROWY WIERCH,25126,2016,29.96,26.18,40.75,22.84,34.16,41.43,24.0,20.48,10.69,25.48,43.94,33.36,44.19,39.68,40.51,43.11,18.82,10.25,28.49
Poland,KASPROWY WIERCH,25126,2017,33.49,26.99,37.86,35.27,28.19,48.22,26.27,43.33,33.84,27.34,21.75,35.27,51.39,37.23,56.13,24.92,28.87,24.94,16.59
Poland,KASPROWY WIERCH,25126,2018,35.44,24.96,42.39,21.28,47.0,34.26,39.91,21.83,25.86,31.77,63.61,46.16,18.33,29.7,54.22,42.19,37.12,40.5,13.76
Poland,KASPROWY WIERCH,25126,2019,35.4,30.66,41.52,23.5,34.92,45.27,36.17,20.11,38.04,35.48,51.47,18.33,54.81,36.69,44.62,44.03,47.63,16.47,18.2
Poland,KASPROWY WIERCH,25126,2020,39.48,30.49,47.86,26.12,50.82,42.27,34.83,38.44,21.41,39.73,81.22,32.47,30.64,41.96,53.84,47.53,17.66,39.86,29.19
Poland,KASPROWY WIERCH,25126,2021,36.21,27.23,41.61,24.95,33.84,45.1,43.7,16.29,29.85,31.16,34.31,36.08,58.61,42.2,34.92,43.94,50.0,36.94,20.51
Poland,KASPROWY WIERCH,25126,2022,37.51,36.63,40.61,22.84,46.68,49.69,31.09,23.63,24.55,63.01,27.31,49.11,54.42,51.56,43.25,17.25,45.27,30.28,18.52
Poland,KASPROWY WIERCH,25126,2023,35.31,31.17,45.29,26.25,38.36,44.53,33.44,28.28,32.56,32.23,23.36,59.01,34.33,50.24,48.68,55.36,32.69,12.31,13.87
Poland,KASPROWY WIERCH,25126,2024,39.62,22.09,47.85,18.3,44.46,48.14,41.9,23.31,17.67,32.12,45.72,55.56,41.5,45.0,57.72,41.08,44.65,39.86,30.19
Poland,KASPROWY WIERCH,25126,2025,,,43.51,,,54.38,26.76,,,,41.44,23.28,65.42,42.39,55.7,33.14,19.19,28.19,31.53
Poland,JELENIA GORA,25128,2010,38.64,22.85,52.41,19.14,39.25,64.52,33.25,20.24,21.76,36.64,59.58,22.18,73.06,75.08,45.7,39.33,45.22,14.81,9.49
Poland,JELENIA GORA,25128,2011,47.5,27.61,60.46,19.19,58.64,57.99,50.04,16.72,32.65,46.88,50.08,78.68,66.92,44.81,62.53,59.56,43.2,47.58,20.0
Poland,JELENIA GORA,25128,2012,44.95,34.43,60.83,21.08,58.86,62.1,36.15,19.09,,49.97,55.97,70.54,53.81,63.58,68.66,51.75,35.75,20.97,19.87
Poland,JELENIA GORA,25128,2013,37.65,20.63,53.25,12.37,41.48,64.74,29.62,7.04,9.97,31.2,41.69,49.57,50.81,74.62,68.33,33.39,42.12,12.94,25.78
Poland,JELENIA GORA,25128,2014,,32.42,52.22,30.16,46.4,60.96,36.67,22.69,43.27,48.15,42.5,48.44,64.44,70.05,48.49,39.03,42.5,28.28,
Poland,JELENIA GORA,25128,2015,49.52,,67.6,,61.09,73.17,36.48,14.7,38.01,47.23,68.25,68.01,61.36,81.24,76.53,49.42,35.94,24.11,28.47
Poland,JELENIA GORA,25128,2016,44.22,26.23,64.63,23.53,48.22,67.98,37.9,18.68,23.42,26.51,48.0,70.13,72.31,63.95,67.82,65.31,21.77,27.17,25.35
Poland,JELENIA GORA,25128,2017,44.28,29.41,60.23,27.63,49.76,73.3,29.13,28.55,29.14,44.38,38.64,65.91,81.81,66.96,71.33,35.46,34.46,17.5,16.18
Poland,JELENIA GORA,25128,2018,53.08,27.22,75.41,22.66,67.92,75.73,48.5,15.35,37.92,42.61,77.5,83.95,65.28,84.46,77.12,63.53,48.04,33.94,6.69
Poland,JELENIA GORA,25128,2019,51.36,30.92,70.61,21.22,54.81,80.68,42.54,16.8,42.2,39.03,70.47,55.43,100.42,75.16,67.1,55.58,46.96,24.92,22.82
Poland,JELENIA GORA,25128,2020,50.15,33.5,68.51,25.17,67.88,66.3,39.45,28.41,24.22,52.8,86.5,64.95,55.56,77.04,65.94,61.0,25.48,32.33,27.04
Poland,JELENIA GORA,25128,2021,44.66,29.67,59.27,24.01,50.44,66.98,40.71,11.4,34.61,47.74,49.67,53.9,82.0,64.49,54.95,50.75,50.03,21.06,15.19
Poland,JELENIA GORA,25128,2022,50.83,33.5,66.02,20.7,64.61,74.83,42.28,16.32,31.67,66.18,47.19,79.89,81.83,77.53,65.35,43.47,49.22,33.92,15.67
Poland,JELENIA GORA,25128,2023,47.98,30.35,70.38,18.89,55.72,73.51,42.68,13.9,27.98,41.29,45.56,79.97,78.14,82.04,60.48,75.69,32.34,20.36,16.99
Poland,JELENIA GORA,25128,2024,49.29,26.27,69.87,19.38,61.9,74.66,39.31,19.89,21.38,46.13,60.36,79.17,70.92,77.18,75.75,55.11,35.91,27.03,21.42
Poland,JELENIA GORA,25128,2025,,,56.87,,,64.32,30.32,,,,50.22,53.09,68.75,52.39,71.96,44.56,18.6,28.19,27.26
Poland,SNIEZKA,25129,2010,32.11,19.52,41.61,19.52,32.87,50.76,25.22,27.1,18.42,27.34,58.92,13.2,59.14,60.51,32.9,25.58,36.56,13.14,12.07
Poland,SNIEZKA,25129,2011,40.34,27.37,49.23,22.8,54.66,44.69,39.84,19.22,38.63,45.24,43.36,75.0,55.06,32.58,46.77,42.42,31.34,46.06,9.01
Poland,SNIEZKA,25129,2012,36.99,29.42,48.97,18.27,49.07,51.47,26.45,15.51,31.12,44.11,43.94,58.98,46.14,53.33,54.76,36.0,26.21,17.14,16.16
Poland,SNIEZKA,25129,2013,30.35,18.76,40.49,14.66,26.76,55.34,22.13,11.96,15.98,24.78,29.08,26.48,42.58,62.88,60.16,20.83,30.32,14.97,22.37
Poland,SNIEZKA,25129,2014,32.22,26.38,37.94,22.25,35.73,44.69,30.87,19.52,25.15,45.48,29.81,31.72,47.44,48.52,38.2,31.78,32.9,27.86,7.8
Poland,SNIEZKA,25129,2015,39.3,24.95,52.27,17.61,44.84,60.09,28.96,12.61,34.02,35.51,48.94,50.19,42.69,70.48,66.53,33.78,29.76,23.31,22.96
Poland,SNIEZKA,25129,2016,31.29,19.13,47.04,13.88,35.31,51.88,21.52,10.59,7.7,19.87,37.17,48.95,47.81,49.06,58.63,40.14,9.14,15.69,29.73
Poland,SNIEZKA,25129,2017,33.24,22.2,45.98,27.6,37.62,57.35,15.69,29.14,23.54,25.89,31.47,55.3,66.53,45.54,60.27,16.0,22.07,8.78,13.15
Poland,SNIEZKA,25129,2018,40.27,17.83,58.07,17.44,49.99,58.56,37.01,4.65,36.37,23.47,64.58,62.39,39.5,70.13,65.43,45.61,39.84,25.5,5.81
Poland,SNIEZKA,25129,2019,38.26,24.17,53.92,17.03,40.7,64.24,28.31,14.25,32.53,27.93,54.64,39.97,86.33,60.97,46.13,35.97,36.67,12.0,12.34
Poland,SNIEZKA,25129,2020,39.9,23.21,56.09,17.38,54.13,54.19,32.4,27.69,11.75,37.74,75.42,49.92,45.25,61.96,55.08,48.94,16.05,32.75,15.81
Poland,SNIEZKA,25129,2021,33.29,23.56,41.06,18.67,34.43,48.32,31.93,12.23,28.96,36.4,36.47,30.48,60.33,48.39,36.64,34.28,38.79,22.5,14.22
Poland,SNIEZKA,25129,2022,39.1,28.59,51.38,17.75,50.29,63.7,25.69,18.47,20.86,55.73,35.22,59.44,70.06,68.2,53.04,21.47,33.52,21.81,9.41
Poland,SNIEZKA,25129,2023,34.96,21.18,53.59,16.5,37.46,58.06,27.6,11.69,29.67,21.83,28.69,61.59,55.86,72.2,46.05,56.53,21.4,5.08,8.58
Poland,SNIEZKA,25129,2024,39.12,14.81,54.76,12.31,40.17,63.62,34.73,18.42,9.97,24.89,36.97,58.55,65.03,60.7,65.19,41.44,28.01,34.94,23.47
Poland,SNIEZKA,25129,2025,,,51.6,,,56.76,25.14,,,,52.06,54.01,69.19,39.68,61.8,32.86,13.76,29.31,33.06
Poland,OPOLE,25130,2010,38.89,18.33,55.56,11.62,40.29,68.22,33.55,9.52,19.82,36.18,57.61,27.63,74.44,68.63,61.8,43.5,39.27,17.69,9.95
Poland,OPOLE,25130,2011,46.3,24.79,64.29,14.03,61.41,63.63,44.12,6.96,26.37,48.44,51.75,83.74,70.25,49.44,71.42,58.78,37.12,36.69,13.71
Poland,OPOLE,25130,2012,45.21,27.55,66.04,16.51,61.58,67.36,35.23,12.23,24.08,41.56,60.78,82.37,66.81,67.53,67.74,50.36,38.74,16.47,12.9
